text,label
سحبو السفير من ميريكان 😭😂😂,0
Machi 3ib yat3lam mkach li zad m3alam😡😡,0
القبائل لي راكم تتحرشو بيهم ديما راهم رجالة عليكم و بينو بلي احرار ماشي كيما وحد الفئة ربي يهديهم جماعة بوصبع لزرق حاضرين في كل فوط,1
هههههههه خاطيني,0
Hcham mlk hna gaa3 ml Afrique 🤦🏻‍♂️,0
احد احد,0
انا عندي براند 40 بوس حبس وحده حبيت نصنعو عند أقرب مصلحة ما بعد البيع التابعة للشركة علما انا نسكن بواديرهيو ولاية غليزان,0
الله لا تربحهم الشيات اخوكم من اقصى صحراء الجزائر ..... تيميمون .....,1
نسيبورتي لمولودية💚⁦♥️⁩,0
روح  امشي  اخطينا  يا  البوليساريو انت  عير شرعي  انت  لوكان  راك  في  الحراش  انت  كوبليس  مع  زتشي  السرق  أمول  الدولة  و انت  بياع  الزطل  و  الكوكة  اخطينا  يا  وجه  الشر,1
لا حول ولا قوة إلا بالله العلي العظيم ,0
ارضض خخ,0
alf mbrouk est bon courage nch lah,0
معطوب الخناس ,1
مع العلم ان الارقام الموجودة في الموقع الخاص بالشركة لا يتم الرد عليها,0
هههه لقبايل كعب,1
الغة الخرنسية 🤮 أكرمكم اله لغة المستدمرة خرنسا الفاجرة التي لم نرى منها خيرا قط دوله وطنيه ماشي زوافيه,0
ادي  حكايتك  وقود,1
نعم أنها المكيدة,0
تموشنت ؟ نعم.,0
3leh vous faites comme ça xDD vous voulez quoi au juste ? T3ayiii ya wesmek (ps: je suis pas une kabyle) l vide wa3er grave j'avoue.,1
و متى سيعلن عن الجفاف السياسي,0
والله يا لوسطاني هذاك يسخف,1
علبلك علاش محبوش يخلصوهم لخطرش مكين لا ارهاب ولا شكبي خدمو بيهم علجال مصلحهم الشخصية من بعد رمولهم الماء,1
بالباركة خونا أمير,0
السلام عليكم ورحمة الله تعالى وبركاته أخي العربي ربي يحفظك و يعطيك الصحة والعافية إن شاء الله ,0
Ah ya Mazda nass kol fa9etlk,1
فريت فاااااملات بالبيض,0
القبائل صح رجال مايفوطيش على دستور موش عارف شافيه,0
السوسة المدسوسة هادي تخدم ضد البلاد,1
الي يحب زيطوط يرسلي رقم أختو,1
يا خويا ياخويا راك تيري بلمحشوشة....خسرتها في ليكيب... نسيت حاجة هذيك الصوالح لي يديروهم بيديهم كيما لي،راپور ....والبيك تاع الشعر,1
أستاذي كان يقول الغة العربية لغة الرجالالانجليزية لمال والأعمال الفرنسية لغة النسوان ماتشريش زيت ربراب,0
من وعد وفي للاسف رئيس كادب,1
الف مبروك يسنهلو,0
انه العميل زيطوط ربي ياخذه الى جهنم هو و محبيه .,1
ههههههه تنفخ,0
مكان ما دخلنا حنا تاخذو,0
مشكورين منتجات في القمة,0
كلهم خونة مكان لا ڨايد طالح لا شين الريحة,1
هذا جزاء من اراد تخريب البلاد,0
#ربراب أحد وحوش البورجوازية في #الجزائر ممن علا وارتفع زمن الأزمة.. لكن هذا الوسم يقطر حقدا وعنصرية ,1
مليح,0
دك يجو جماعة عبلة يقولولك عميل والشهادة عطاوهالك تاع الموساد 😂😂😂😑😑,1
رشيد أو يحوس يضحك علينا أنه خائن,1
افيدونا حتى لا نفقد الثقة في منتجات كوندور,0
رخص بزيو والله شعبنا يموت على رخس يسحتو فيهم وهم يروحلهم 🤔🤔🤔🤔🤔🤔,1
يخي نقش,1
Y3ayef wej el kelb hacha el kelb,1
فرنسا.تامر  والعصابة تطبق  والمذلولين تسفق  والبلاد تغرق,1
Ok mrigla,0
لا إله إلا الله,0
Tahya aldjaizaire tahya raissouna Abdelmadjid tebboune tahya aldjaiche chaabi al watani wa rabi yarham chouhadas wa roh tkawade ya kawade ,1
رجع قاطو مش فريت اوملات,1
تحي شعب جيجلي,0
مدرنا والو لكان تتكرمي علينا تفضلي,0
نيك موك ونيك مو لتبعك,1
اصلا الجزائر ليس لها هوية,1
الله لا تربحك يا بوصبع,1
جاهل كيما هذا ويسمعولو الناس ويدرو على كلامو,1
مع اختك,1
ولاد الحرام ارقدو فينا صابو غير ربراب حتى واحد فيهم ما رآه صالح .بهم او باب الجديد تعهم .وين كانو من قبلِ المنافقين.يا شاري دالة,0
ان شاء الله في انتظار ردكم تقبلوا مني فائق التقدير والاحترام,0
أودي روح تقود وزارة الدفاع  و الحكام و الجنرالات و المسيرين,1
وجهك لوح ولا قصدير وجه بخص,1
السلام عليكم حابة نشري مشينة لافي 7 كلغ دير الحس كي تعصر ولا لا,0
ربي يفرج عليهم والله غير حرام الله لا يتربحهم السراق هدو وكليهم ربي,1
شكرا يا عميقين,1
رسالة إلى العبيد  جربو الحرية والله قادر تعجبكم,1
المشكلة انو اغلب الذين كانو البارحة يقومون باعمال شغب هم زباىئن الفندق  المقاطعة تكون بعدم دخول الفندق اطلاقا مشي البارح سكرات و سهرات و اليوم زعما جاهم النيف  النفاق مشي مليح,1
ترووو يسبي,1
دولة مدنية ماشي عسكرية,0
روحي خافي ربي مبقالكش وتموتي روحي سبحي بلاك يغفرلك ربي,1
 سمحلي و لكن 😂😂😂😂😂,0
ياودي ياو فاقو الحمدلله الجزائر فات عليه وين يبان داعش رانا واقفين وعندنا جيش واقف اللهم مالك الحمد يارب بعدونا غير نتم,0
واش دخلك فلعباد واش يسبورتيو ول واش يسمعو ؟😕,1
وجوه النم,1
وجوه لخرا,1
لي قولو لقايد وتبون خطونا من سياسة,0
لي يسيبورتو البرج و شلغوم العيد  هوما المحلبين 😍,0
وانا......:'(,0
استغفر الله  انا حاجة وحدة الي راها مدوختني كيفاش ربي رايح ايحسبنا ربي يغفر برك,0
هدا  نقش قاسمن عضمن غير مخنث ميا وستا,1
حسبي الله ونعم الوكيل فيهم الظالمين المجرمين بخلص من الحتلال بسكوهم المجرمين العمله الخون الحراميه ربنار ينتقم منهم,1
بصحتهم ولعقوبة لينا,0
يبردوع هذو دراهمهم مين تعرف تحسب وفهيمي احسبنا شحال من برلماني خرجوه غير هذا العام مع وزير وشحال يدي تقاعد فالشهر وشحال تجيك وزيد منحة نهاية الخذمة لكل واحد التي تفوق 280 مليون للواحد وشوف ولا هذو خطي جزاير قاعديت نبعو غي لقلاليل بخست وجوهكم الى يوم الدين,1
المؤبد لربراب وكل الفاسدين,1
تحيا المؤسسة العسكرية ويحيا الرئيس تبون والخزي والعار للعملاء الصهاينة متضامن مع متقاعدي الجيش الشعب و وحراككم لايمثل الاغلبية الدين يريدون المساواة,0
Li ysm3 soolking mk3b rigl frr ,1
وبي تي a$s نسيتهم,1
ليحب  تحب تشيع تهدر على مولودية 😊,0
حسبنا الله ونعم الوكيل.  السلمية ,0
امك نعرفوها وباباك شكون هو,1
. طالبتهم العدالة ان تتحرك ولما تحركت قلتم لماذا؟؟؟؟ ربراب. حداد. اويحيى سيد السعيد قبايل و سراقين لازم يتحاسبو وعلى الجميع من كل جهات الوطن,1
ما عنوانكم,0
معطوب راجل عليك يا المرخص,1
ترو لفل قود,1
حنا فوتنا العسكر في العشرية السوداء ,0
كيما انتي يالقحبة بنت القحبة,1
Ya khi bghal,1
فريطملات بالبيض ههههههه بهايم,1
"انا اليوم وين شفت شيطان لابس كاسكيكة كحلة مرسوم عليها شيطان بقرنين .
اعوذ بالله من الشيطان الرجيم .",1
Raki ki lahmar hacha,1
ازول فلاون,0
الف مبروك و كثر خيرهم,0
هي ملول هدرت على هاد الفئة.. حنا تاوعنا يحبو يزيدو عليها.. رجعوها على الناس اجماعين.. ياودي لي مافي كرشو تبن مايخاف مالنار.,0
اليد الجزائرية تصلح غير للسبونجاش,0
كذاب وخاءن الله ينعلك,1
@user هي نيشان 🤎🤎,0
كمك المورال راح فزبي😅,1
باينة راك مونك وراك حاب تسمع طياح,1
hayawan ,1
الله يرحمهم ويغفر لهم ويصبر أهلهم,0
ربي يجيب لخير,0
تموت ثما وتتحرق ثما وماتدخلش الدزاير,1
الوندال البلغارين وغجر الرومان راهم يناقرو في الهاشتاق قالك تهاجمو في غبغاب لكي تاتو بالمنتوجات الاجنبية السعودية   ماتشريش زيت ربراب,0
ما تشروش سلعته راه محتكر السوق يوجد شركات أخرى و بنفس الجودة و أحسن لازم خلق المنافسة فالسوق,0
حيا الله الاحرار,0
@user بلا مزية .. كيفاه بالغش؟\nخلاص عطيني الكونت تعهم,0
"‏كل خطرة يخرج علينآ كلب من كلاب العصابة بتصريح لإحباط المعنويات، تصريحاتكم لا تزيدنا إلا عزما و إسرار لتنحيتكم من جدوركم.
كل يوم يمر وإلا زادنا في التصعيد و كما أرهقانكم بمسيرة يوم في الأسبوع، سنزيدكم 4 أيام، سامط غلب لقبيح
‎#نحوكم_قاع",1
الجيش والشعب  لحمة واحدة سليل الجيش التحرير الوطني نصيحة لكل انسان ان يتحدو على  كلمة واحدة وهي الجزائر,0
نعبد ختك,1
Amin yarabi el alam,0
اممممممم ام ملاك بصحتك مدوقناش,0
راك حاسدهم خلي يدي حقو لي رآه ماديها حداد واويحي وجماعتو متجيش في غرام,0
",الف مبروك مزيد من النجاحات",0
Ahcham chewiya rak dit falfitna rabi yahdik nchalah lkabayal andhoum nif ntouma markas mathachmoch,1
تروح تنيك مك يا ولد قحب فرت اوملات تعقل كنت تحمل في شطيبوا مع صحاب سيما,1
حمير لحاسين خماج رخاص حياتكم جيبوها غير هدرة على المواقع ،فالواقع المخير فيكم براكة ما يسعاهاش ,1
روح تقود بعيد ،حاب واحد جاهل يقود امة,1
موسخة .  بني عداس ,1
حسيتو تاع ولاد لحلال عه ربي يعاونكم,0
الله يمسخكم يا غشاشين ,1
اقرع علامة تجارية شفتها فحياتى هي كوندور,0
حسوة بسكرية هههههه,0
انواع الزيوت خير وبركه متعاملين بزاف في بلادنا وعله انت تموت علي سلعه ربراب ⁉  وهو اموت علي فرنسا   ايبا دير لقلب,1
chbi rbk thki 3la mouloudia ya l k3ba yakhi k3ba,1
"#صورة ربراب وخلفيات ...مع وجود عدة صور تفي بالغرض من إعلان اعتقاله .؟؟؟؟""",0
Admin le doux : مكنش موقع اباحي مدخلوش,1
ههههههههههههههههههههههههه مشكيتش,0
وين رآه المشكل والصوارد اللي نهبوهم كون زادونا اكل ومايخلصوش,0
جريمة  يندلي  لها  الجبين  اليهود  او ماداروهاش  فالفلسطينيين  تحياتي  الاخ  امير ,0
باين قواد كبير تاع ربراب,1
ربي علابالو علاش خلقها معوقة.....ربي يكتف غي ثعابين....تفووووووه عليك يا خامجة,1
الف الف مبروووك,0
"ايا نك متكوم ياولاد لقحاب 
تعسو غير تمنيك قودتو لبلاد وتزدو تتمنيكو يحرق طيز امتكوم",1
حضارة الاوهام والخيال قالك شيشناق كان راسه قريب للشمس هههه هادو بنيادم هادو,1
انت حمارة خير منك فيها حليب 🥛فتامين ونتي واش فيك شيكمة شية روحي ادي وجهك وتلفي ياوحدة خامجة عندك شحال من وجه تتقلبي كي تاة يبعوا ويشروا فيك كي بقرة 🐮لي معوقة ادي كمارتك وتلفي ,1
روح يا شكام ربراب,1
مشكلنا ليس في ربراب بحد ذاته ، و لكن في السعيد الدي يسير العدالة و العسكر الدي تدخل في العدالة ، و مزالك تبع و تقول بع ؟ انت تصفق لقرار اتخده سعيد في حق ربراب  عن لحاسين الرونجرس اتكلم  حول ؛),0
مشي نيك موك قحبة انت نقش نتاع ماماك فافا,1
ولاد فرنسا عليهم لعنة الله الخونة ,1
ان شاء الله و ربي اوفقكم و مزيد من الازدهار و تطور,0
يسيبورتو حتشون يماك,1
خلل في معالجة الصورة,0
وزيد على هذا اذا لقيت لبياسا نتاعو تلقاها قيمة تلفون جديد,0
ربي كملك ويحفظك,0
Ita9i alah amir dz weld herma Wald n'as mlah,0
الغسالة روعةراها عندي,0
جاوبوني,0
لحية الرابي,1
التهريب قانوني . العسكر الجزائري كياخذو لحلاوا من المغاربة المهربين,0
ماشي قبايلي و متربطني حتى علاقة بيهم بصح نن خو العنصرية ماشي مليحة,0
فريت اوملات بالبيض شكرا على المعلومة يا جاهل صرالك كي شاب خالد قال الجرح يبرا بالدواء 😂😂😂😂😂😂,1
"حنا ڨصارة 
انا نديرهم كامل وراني كعبة بصح في المواقع 
في الواقع أكيد انت لي راح تولي قحبة وكعبة",1
اشرو زيت لابال 😑😌,0
Mtrouhch tnik mok,1
في خاطر الصبع الازرق,1
عندي مدة ما قلتش كلام السوء,0
ترامك ,1
نسرق الفرماج من كنت صغيرة .... أمشي قودي يا كرفة ... خسارة الكاسكيطة  لي فوق راسك ولعلام لي مورا ظهرك .. يا ع  ا ه ر ة ا ل م ر ا ح ي ض,1
تفووه عليك يالقيط ,1
التصعيد هو الحل,0
كل 15  يوم حتا دود,0
سما هذو كي مانديرهم نولي مثقف كيفكم جياحة تع زبي كل حر في حياتو ,1
حتى مكييفات التي تباع تناسبكم لو يركبها كفئ اي يد مؤهلة وبطبع تعتبر خدمة ما بعد البيع,0
طحت من عيني فهادي 😂🤣🤣,0
الحكاية راهي مشبكة,0
تخوفو الشعب الغافل لتمرير الدستور في صمت هنيئا للشياتين والقوادين,1
القايد صالح 🤣😂علاه روحت او خليتنا 🤣😂,0
@user حرية تعبير رانا في بلاد الديمقراطية لا لا ...هو حر ونحن كجزائريين نستقبل الناس المحترمين ولي يحبونا من… @user,0
Db tjib zbii mchi lakop,1
حياتنا كامل تعب ومرار لا زواج لا دار لاخدمة لا مرا في دار,0
مزالت في الحميز,0
مزال راكي تركبي الناس بالتلفون,1
علاش صورة انسان نيندرتال حطيت عليها علم أمازيغي,0
و ماتحتاجش الآن ذكاء، باه تفهم علاه عبدو سمار لي جاب فضايح الناس كل،،، لم يتكلم يوماً حرفاً عن ربراب !!,0
الله ينعلك يا وجه البخص.  راهو عاجبك الحال الناس تذل فيك و انتي تضحكي . يا الرب العالي ما صبت واش نقول,1
ههههه خماج,1
بدون زيت ما قدرتش تصبر عليه و داير عليه لاشان,0
البسبوسة هي وصفة تركية,0
الزلزال ظاهرة طبيعية، يجب  التحظير له، وبناء منازل بطريقة علمية وحديثة. اما بالنسبة لهاته القضية، فان المشكل يكمن في الظلم وسرقة الاموال، والفساد وحقرة الشعب، يصرفون ويبددون اموال الغاز والبترول، كانه ملكهم، اما ان يبنوا بناءات جديدة ومتحظرة، فذلك حرام على الشعب,0
هاذي بيتش خانزة,1
عنصرية 🙏سلام ✌,1
الامور اصبحت جهوية مقيتة....  غير وليد القحبة نتاع ربراب الي اخلص اكثر من الجميع يا حمير فرنسا في تيزي وزو.....  حاشا القبائل الاحرار نحن نتكلم عن نطف ديغول القذرة,1
تذهب لأخذ الأوامر,0
وعلاه الوزراء تسلم من 40وهي ماشية وحتى الي  اقاله تنعدم السيولة غير على التوالي بآيات الولدات المتقاعدعاد يخدم البيطوباه يكمل الشهر وانت تقولي سيولةوخزينة,0
@user @user وعلاه اسيدي \nبن سبعيني افضل ظهير ايسر في افريقيا \U0001fae4,0
نسيت القايد بقرة الأركان 🙂,1
ههههههههههههه والله غير جبتها فالسيبلة,0
قواودة تع ربراب,1
🍌 هاك برد على كرك ,1
ماشي فتنة هاذا الواقع ,0
خاوتي. قولولي. شحال ماش خلاص,0
الشعب راه ايقول مخابرات ارهابية ماشي زيطوط و امير و عبود,1
بديتو التبهليل يا كوندور,0
نقوشة خلاو دينهم وتبعوا ليهود,1
لا خوف على هذا الشعب سواء كانت الحكومة موجودة أم لا. الله يبارك فيكم.,0
كاين ناس دايرين كي الزبي ايا يلبس لاكوست باش مايبانش كي الزبي بصح ماعلابالوش بلي مام بلاكوست راك تبان كي الزبي,1
"هذي كيما حكاية جي دورونج تاع مشماش 
Jus d'orange ta3 abricot
😂😂😂😂",0
Nta Bach talha9 crb lazemlk kho 😉,0
حوجيانة السردين 1400da علاه الواحد شحال راح يخلص ؟ ,0
 undefined mlkhr,0
شحال تكذبو ,1
الله يبارك ربي يجازيكم,0
امير راجل عليك يا قحبة ماشي كنتي تشكميلو يا فايحة,1
والله ياخاوتي طفل اهدر او قال حبو يعتديو عليا بلاك كاش شرطي حاب يخلعو برك نتما كبرتوها لحقتوها للامم المتحدة التي تناصر  الصهاينة المغتصبين على حساب اصحاب لارض الفلسطينيين .,1
فليس لك دخل فأنت لست جزائري سنعتبر هاذا لحد الأن أنت  شبه جزائري ولاكن عندما يأتي البرلمان الجدديد ستنزع منك ومن أمثالك الجنسية الجزائرية إن شاء الله ولاكن ليس لك دخل في هاذا الأمر فالجزائر ثروتها كالبحر حفضها الله فيها كل خير وفي المستقبل كل الجزائريين سيستغلون ثروة بلادهم  فأما هاذوا المتقاعدين للجيش الوطني الشعبي الذين تتكلم عنهم فهاذوا الرجال الأحرار كانوا في حماية الوطن وكانوا حارسين عنك وعن الشعب وكانوا في كل مكان وزمان ،كانوا في حرب 1973 في فلسطين ضد الصهاينة وفي سنة 1975 كانوا في نزاع حربي في امقالة مع المغريب وهم الذين بدئوا هاذا النزاع والتاريخ معروف في قضية الصحراء الغربية وفي سنة 1992كانوا فالجبل ضد الإرهاب الهمجي وفي كل مكان فدولتهم لن تتخلى عنهم مهما كانت صفة قضياتهم فأنت وغيرك أين كنتم ، والملاير الدولارات التي نهبت من طرف العصابة لن تفاجئك ؟ المهم الجزائر بخير وأنت وأمثالك في مزبلة التاريخ ، ستبقون تنبحوا كالكلاب المكلوبة ومهنتكم محدودة مهما الأجرة التي تأخذوها من طرف أسيادكم الصالبيين فلن تنفعكم دائما وأنتم تحرضوا الناس على العنف البسيكلوجي وبسياستكم العمياء تأخذون الأخبار من هنا ومن هناك لكي تزرعون العداوة حتى تخلقون حرب بين الجزائريين والله فوالله لو تعملون المستحيل ويكون بعض البلدان الأجنبية معكم في الرئي فلن تحركوا بذرة شيئ ولن تقدروا أن تفعلوا حتى شيئ في هاذا البلد الشهداء . فأنتم تتعبوا أنفسكم فيأتي الزمن وسوف تتخلا عنكم أسيدكم الكلام الكبار وتصبحون كالحيونات المتشردة وعاقبتكم تصبح هاكذا الى يوم الدين إن شاء الله .,1
حابة نشري ثلاجة كبيرة,0
ربي عجل بالانتقام لهذه العصابة   حتى تكون العبرة يا ربي يا ربي قادر على كل شيء  تقول لشيء من فاليكن,1
جوعتيني,0
الڨاوري يخدم والعربي يسمي,0
الوزييير,0
Roh nik mouk,1
البائع حملاوي شارف حميد رقم الهاتف 0542416222,0
المشكل حنا عندنا لي زوالي هو لي تلقا عندوا ولاد بزاف اشكوبي 😕,1
"تسمع اكس فاشيون ،؟ تسمع pnl ,؟ تلبس فانس مع تقاشر طوال ؟، داير شعرك كرلي ؟ تتصور ومقلب عينيك و هاز فيدك لوح تزلج ؟ مابع اريانا لقحبة ؟ و69 ؟ ووو حمبباك اغلق لباج وروح تعطي",1
الشاد يتبع الشاد,1
بالباركة عليك خونا امير وانشالله نشوفوك في بلادك حر والله فرحنالك خونا لامير❤❤✌🇩🇿,0
مقستهاش أزبي,1
قريبا هذه,0
@user ههههههه علابالي بلي عينك مش حارة 😏😊😌😌,0
Yaki zaml nta bayna ymk charbt lpolich bah t9otlk bsah zadt zkara ana moulodia Ou ydk fih,1
"لي ما تابعش صفحة عمي بوعلام يبقى مبردع طول حياتو
Boualem makhfi zida",0
ربي يستر ان شاء الله,0
ولله راني نحشم  كي نقول كاين فميلتي بليسي,0
مزال أو مزال مادام عندنا رخاس مع ولاد الحركا عيشين بينتنا,1
الله يشفيكم,0
ومزال الخير القادم اسوء,0
ربي يرحم الوالد اربي افرحك طول حياتك,0
دولة تسير بالهواتف من الثكنات مصيرها الهوان والضعف وعدم المصداقية الدولية ,0
الله ينعلكم يالجزائريين طامعيين بلاد تتسڨم املا نقولكم لله يحرق جزاير شعب ماشي مربي كل دول العالم مايصراوش هذو حوايج غير في بلاد هوايش ✓,1
اللهم اشغله بنفسه,1
البلاد باعوه سلال رهو سكن في فيال فالجلفه,0
بصح نسيتو واش كان رايح يدير في فلسطين ,0
هههههههههه والله ماتحشم ههههههه,1
الخاين ربراب ،العميل,1
العصابة ...لا تؤمن ال بالشعب و لا بالديموقراطية و لا بثورة نوفمبر و لا بدماء الشهداء  ولا. ولا. ولا ...لا يؤمنون إلا بمصالحهم الضيقة و فقط و الجزائر كلها يريدونها تحت سيطرتهم..,0
من فضلكم متى تغلق محلاتكم مساء,0
زيد معاها ڨايد صالح و شنڨريحة تجي شابة,0
باش نهدرو صح نتوما لمتخلفين لي تحكمو على واحد ملبسة تاعو ولا مل موسيقة ,1
آمين يا رب العالمين,0
نک حشور يماك يا ولد لقحب 🦍🦍🦁🦊,1
زدت عليها شوية لالا!,0
بوخرص قادة مستوى ثانية جامعي تخصص علوم الإعلام و الاتصال,0
وصلت عنكم الثقافة او ولات,0
يا ودي هوما أوموان دايرين زبهم نيك و نيك ماشي نتوما لي ذلوكم بالكف,1
الشي الوحيد ليراني مقتنع منو هو ان هدا النضام يدير كلش مكانش المستحيل معاه,0
لمين برك كنت جاي مي سيبون بطلت  ,0
التقشف والخبيز ونتوما تكذبو بالفرماج نتاعكم كلوه نتوما يا وجوه فريكو,1
منخرط لدى الضمان الاجتماعي,0
ربي يجازيك استاد وجعل قبر امك روضة من رياض الجنة,1
"#الجزائر""",0
عندك قنطة من ولاد عاصمة,1
تحليل و لا اروع أستاذنا الفاضل العربي زيتوت قاهر كبرانات فرنسا,0
بشحال ,0
8د   1k رياكت ,0
الله يكفظك,0
تسما لي يلعب فري فاير عبيد و لي يلعب pubg مشي عبيد أأأ نسيت يتبعوهم اطفال 😂😂😂,0
Azy nik ta mère la pute Li jabtek l9it l had denya bâtard et PD sinon t'aurai pas mis doux comme nom fdp va,1
Bougeleb a Sahbi 🤣🤣🤣,0
لا حول ولا قوة إلا بالله العظيم,0
العبد يشرب فنيجل لعشية ينحي بيه الغلبة تاع النهار والحس تاع الاولاد,0
مانسومو، ما نصلو، كلينا و شبعنا يا لعطايين لي ما عجبوش الحال يرو ح ينيك يماه.,1
الموسيقى الكلاسكية العدو السياحة,0
نكماتكم ماتعرفوش الساركازم ول,1
نسيت ختك مدرتهاش ؟,1
امشي نيت امت,1
Wenta rak dayer chdayer howa,0
لا ناقة لي ولا جمل في الصراع الدائر بين أصحاب المصالح السياسية بين البلدين، لكن بحكم معرفتي   للأشقاء   في الجارة الغربية و بما يمتازون به من خبث و مكر و خداع و غدر، وجب وضع الحدود في نقطة الخطر العالي جدا و منع كل محاولة تهريب أو ما شابه و بكل الطرق.,0
byna beli k..ba,1
كان حشون يماك له وجود ف كل مكان ,1
Inchallah salamat,0
الطباخة,0
كأن الآلهة تقول أن إلاهنا و إلاهكم هو الله,0
Mabrouk mowafak,0
انا واحد من الاشخاس اعجب بهاذ هل من مزيد,0
كبابل يديروها وجوه الشر ,1
"تمثيلية قديمة أكل عليها الدهر وشرب 
هل من جديد تخلعونا بيه....",0
تنسقسيك يا زعبوط تهدا ولا قابشد,1
فقولك ياخراي فقولك غير روح اخرب في كاش جيهة ياعطاي,1
ما الغايه من السؤال .......هل هناك قنات تلفزيونيه في الافق من كوندور...,0
يذكر انها تقوم بوضعيات مثيرة في صورها لذلك عندها 3 ملاين متابع,1
حياك الله يااسد البلاد,0
Nti khawtek andhoum les moustache fi tramihoum bel hadrra ha,1
اتشهي,0
مجتمع مخنث يا شكوبي,1
نعبد ربي,0
تستاهلها امير ديزاد اشرف من صحافة العار ,1
ونسيت  الحليب عندي شهر متلاقيتش بيه,0
روح نيك مك كي فاتتو الرجلة لحقو التوشام وجه الترمة تاع زبي الرجلة والرجولية مش تقطاع وتوشم يا نقش,1
"Y'a sidi  rayak o nahtarmoh, aya 9oli Wach tsupporté nta ??",0
ترقب عبيد معطوب لخناس,1
الحمد لله على نعمة أنوش مافيا ووردة الشاغلومانتي 😍💘,0
MCA /pubg / Eminem bsh na3bd rabi🙄,0
بكل فرح و سرور تواصل معنا على الرقم الاخضر 3075,0
يا زواف يالبغل زيد لملات بل. بيض,1
الخونة يدخلو في بعضاهم باينة تكمل هاك,1
ربي  يحفظك  ختي  ومدابيك  هدرت  ناس  خليها  بعيد باسكو غير  ينبحو  وماعندهم  مايديرو,1
Saaappppiii harki w zid kavi m9awda lafric ya chkop,1
@user مزية جيت ساكن في صحرااء 🥺,0
ربي يحفظك استاذي الغالي ورحم الله روح امك الطاهرة جزاك الله الف الف الف خير ان شاء الله,1
Nahetchoun yemmak,1
La ilha ila allah matoub rasoul allah,1
يالاطيف سكاتش ,0
بطاقة جرجة عندي عامومزال موصلتنيش,0
الحمدلله الي ظهرت مش أنا برك لينكره هذي الأشكال ازحي تحسهم خرية مايهة ملمدة في كاغط 🤮,1
الكرفة وخاوتو تفووووه,1
#زهرة #الكوكايين#خرجي #خاوتك  ليvوايو من #لحباس,0
الله يعطيهم الصحة ونشاء الله الفرق نشوفوه في المناسبات الكبرى تليق باسمعته,0
بكم االة الغسيل الملابس خاصني الة غسيل الصحون كم ثمنها,0
اواه انت ادمن فاشل 😒,1
لي راكب يڨلهم سوقو ...,0
العار العار,1
تحياتنا استاذنا الفاضل,0
"متسرب مدرسي 
#جيب_سيزيام_ممعد_ساهل",1
واو كلشي مبروك ربي يرحم الوالد راهو فخور بيك إن شاء اللّه,0
قوم لوط ,1
الصدق والمصداقية حياك الله أخي بالبركة عليك,0
"روووح نيك امك يا النقش
اروح للجزاير وانظر هاكا",1
العنصرية دزب خفت عا ختك لا تعيش فقير ولا,1
اممممم نحبو فرماج بزاف,0
ربي كي قطعلك كرعيك عرف شايدير هكا وراكي كالبة كون جيتي بكرعيك منعرف شاديري,1
الخونة واامحكوم عليهم ب 20 سنة من طرف المحكمة العسكرية .يعودون إلى البلد وعلى متن طاءرة رءاسية .والاحرار متهمون بالارهاب...,0
ربي يكون معاها مسكينة. شحال من بنت غلطت . الله يلاقيك مع بنتك و ترجع اختك . و الله يغفر لكل إنسان غلط و تاب ان الله غفور رحيم .,1
جيب اختك للحراك يكالوها,1
نيكمو لي معجبوش لميم راه يحكي الحقيقة ,1
@user ههههه مزية قلتيلنا باه الواحد ميغلطش,0
"@user جميلة جدا شواطئ تلمسان """" تسكاله"""" @user",0
أصلا ماني نشوف في حتى واحد راهو يندد باه نلحقو لدرجة التخريب ضك أكثر المنافيق و الشياتة في البلاد تعجبهم هاذ الأغنية,1
الفقر يولد الرجال صاحبي,0
الله لا تربحهم,1
شيء مؤسف  جدا  ان ثمن السردين في الجزائر  1400 دج   اكثر من 8 اورو  وفي هولاندا ثمن السردين  4  اورو  وفي المغرب 0.80  اورو سنتيم.... أما البطاطس  هنا اذا ذهبت  مباشرة  عند الفلاح ستشتري20 كلج ب 2 اورو ,0
سبحان الله لي نكرهم أنا هذوا هوما ,1
مولودية!!! راك مقتانع بواش هدرت ولا بش تنحي شوية غمة ؟,0
ذ.م كي ربي يعطيك عقل و نتا تختار انك تخمم بقاعك,1
ابعثولنا زيت دلال,0
روحي تعتي امالاك  بيكي ب راجلك,1
نظام ميحشمش ,1
برافو,0
ربي يهديكم بفففف عليها بقينا التاليين بين المجتمعات 😕😕 غير تاع فتن قبايلي عربي شاوي نايلي 😑 ڨاع رانا كيف كيف بركاونا من التفاهات,0
أنا نضن خلي مكالاه نضن مع الرعيان,0
"يعرف،منين،يجيب،درهم,manhouba",0
السلام عليكم هذه شحال ادير,0
يحيا تبون..و يحيا الجيش الوطني الشعبي و لا عزاء لبقايا الاستعمار,1
ربي يهديك ويصللحك ميدو فوتك من الزطلة وليريكا عجبتني,1
وعلاه زدت كلمة  البائسين !؟! و كيف تخاف الفقر والله رازق فقد رزق الطير و حوت في بحر,0
عندي موهبة في لغنة وجامي واحد داها فيا ولا وهادو لي يتقيحبو كي نسا ناس دلهم في لبااز,1
سلعة شابة يامير الله الله قلي منين شريتها,0
شكون هدا يا خاوتي؟؟😮,0
السومة,0
"المغرب هو الأصل والباقي تقليد
لا مجال للمقارنة بين الجزائر طووز المخزن الحمد الله",1
